Station,Capacity,T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,T_31,T_32,T_33,T_34,T_35,T_36,T_37,T_38,T_39,T_40,T_41,T_42,T_43,T_44,T_45,T_46,T_47,T_48,T_49,T_50,T_51,T_52,T_53,T_54,T_55,T_56,T_57,T_58,T_59,T_60,T_61,T_62,T_63,T_64,T_65,T_66,T_67,T_68,T_69,T_70,T_71,T_72,T_73,T_74,T_75,T_76,T_77,T_78,T_79,T_80,T_81,T_82,T_83,T_84,T_85,T_86,T_87,T_88,T_89,T_90,T_91,T_92,T_93,T_94,T_95,#1,#2,#3,4C0,4C1,4C2,4C3,Latitude,Longitude
GRAND_CANAL_DOCK,40,10.66251729,10.72125984,10.75257732,10.71772939,10.62884484,10.62392494,10.6515775,10.69103774,10.69896907,10.70754717,10.70406056,10.62313139,10.69230769,10.69230769,10.69230769,10.69230769,10.87447405,10.73680124,10.69210352,11.38098802,11.67227979,11.89992642,12.35686275,12.93279766,13.55148452,14.01956522,15.06005057,17.55797101,19.43686869,21.30952381,23.95762176,27.27994228,29.6506633,30.52620244,31.39105793,32.11054913,32.61747942,32.89941691,32.59987237,32.59226842,32.45471939,32.37472608,32.5426009,32.67872969,32.65941101,32.29355783,31.87064046,30.8680203,31.25463852,30.95,30.78083067,29.95,30.36404639,30.29624171,30.08387097,29.48890533,29.2544757,29.36927622,29.82662338,29.52222222,28.96728672,28.51251841,27.28256643,24.75737463,22.53663239,18.79531722,16.82883523,14.37416107,13.9712774,12.46672504,11.26883309,10.86017699,10.89271731,10.73476703,10.67361111,10.93920145,10.81466877,10.68153434,10.53098699,10.567713,10.7370892,10.89713775,10.63161876,10.63193277,11.17567568,11.00936968,10.87869822,10.91293532,10.93884892,11.07973422,11.19672131,11.23425693,11.20679682,11.10577705,11.00632467,10.83531275,HANOVER_QUAY,BARROW_STREET,SIR_PATRICK_DUN'S,0,1,0,0,53.342638,-6.238695
GRANTHAM_STREET,40,19.1108962,18.9919708,18.79240506,18.84313725,18.83726867,18.84525547,18.83930858,18.84372707,18.82103913,18.8187821,18.80924855,18.84801762,18.80924855,18.83076923,18.83076923,18.83076923,18.75465639,18.84249084,18.95192308,18.95521292,19.15592784,19.38719285,19.35960912,19.58493353,19.86416559,20.03140979,19.35483871,18.5335277,17.04950495,14.88734568,13.48401163,12.58064516,12.34675615,11.03915171,9.885245902,9.32306338,9.250571211,9.41958042,9.218195837,9.329700272,9.241486068,9.543733093,9.510350318,9.069573284,8.367394696,8.348441926,8.119104716,7.638992537,7.321642429,6.883522727,6.563753007,6.806544755,6.730621642,6.621186441,6.815608263,6.737233055,6.517107309,6.368373765,6.495079485,6.542444822,6.969442322,6.719967532,7.08172043,7.180878553,7.085803432,6.802065404,7.161849711,7.273799495,8.232155732,8.656565657,10.05771905,11.14039216,12.22229684,13.15186029,13.775,14.20132743,15.27667984,15.81547619,16.14035088,16.61407407,16.8516624,17.05483405,17.59023764,17.68823529,17.82414017,18.05200594,18.13294798,18.1071953,18.40270619,18.10483871,18.11047619,18.06069364,18.29529781,18.36441894,18.43255225,18.803663,CLONMEL_STREET,PORTOBELLO_HARBOUR,KEVIN_STREET,0,0,1,0,53.334123,-6.265436
GRATTAN_STREET,40,5.811525424,5.781178271,5.798263193,5.823394495,5.793149765,5.791698693,5.787449393,5.798611111,5.759459459,5.756756757,5.760324983,5.737616099,5.762356127,5.756756757,5.756756757,5.755212355,5.769857434,5.896083133,5.849576271,5.813709677,5.799012694,5.81347576,5.820699708,5.779731993,5.800433839,5.869076305,5.903708987,5.831993569,6.644606221,8.045252226,9.571979434,10.75018587,12.42996743,14.17546468,15.16321244,15.55612999,16.00720839,16.43599398,16.89304813,17.16666667,17.25292901,17.00234558,16.92171545,17.01808176,16.85139741,16.74941634,16.81284153,16.50738151,16.38885112,16.66404406,16.12137559,15.82443929,15.9729547,16.19571865,16.20586276,16.37798306,16.42789757,16.46940356,16.01911668,16.04094011,15.4933687,14.48723724,13.97167325,13.30900968,12.30380577,10.74566038,9.684357542,8.465136805,7.553644554,7.284823285,6.366816143,5.864693446,5.76492891,5.504918033,5.385052034,5.442887931,5.427297056,5.065197429,4.988835726,4.945897205,5.018312102,5.128623188,5.212025316,5.253649635,5.311553785,5.333635539,5.266214178,5.309810671,5.254572056,5.350660066,5.443577005,5.451026856,5.373324397,5.481397115,5.698529412,5.788786482,MERRION_SQUARE_EAST,MOUNT_STREET_LOWER,SIR_PATRICK_DUN'S,0,1,0,0,53.339629,-6.243778
GREEK_STREET,40,12.3780874,12.50398262,12.46599496,12.51083815,12.59238095,12.59377263,12.61850444,12.56427015,12.55492063,12.55700799,12.55054037,12.55741279,12.56325493,12.55837563,12.55837563,12.55837563,12.59833972,12.62900875,12.57435897,12.57782673,12.7136451,12.78346745,12.43578275,12.25730994,12.40076094,12.69352518,12.18407643,11.61207547,11.39626418,10.84814216,9.557886558,9.387195122,8.449541284,7.682553191,7.283646889,7.399655469,7.398791541,7.506003431,7.57782516,7.957050243,8.259447674,8.183898305,8.143295019,7.957333333,7.630602782,7.516964286,7.352484472,7.290708372,7.124155405,7.436853002,7.238977072,7.345,6.705928237,6.733105218,6.92486852,6.87554019,6.957078313,7.01404741,7.194444444,7.393063584,7.301358234,6.92543021,6.945922747,6.694977169,6.757131214,7.276414088,6.890178571,6.364902507,6.474617244,6.640037594,6.625922888,6.515232975,6.516442451,6.615449202,6.639626705,6.83852459,6.876295784,7.239215686,7.628373702,7.9374034,8.236092266,8.687834736,9.031809145,9.271988174,9.785944552,10.37527594,10.87928844,11.33284672,11.44910941,11.61313869,11.83692893,11.99131693,12.15829146,12.30774749,12.2435656,12.34054834,KING_STREET_NORTH,HIGH_STREET,CHRISTCHURCH_PLACE,1,0,0,0,53.346874,-6.272976
GUILD_STREET,39,16.39465309,16.47307132,16.39746835,16.4778504,16.44288449,16.44452555,16.45646607,16.4409391,16.48236049,16.4893617,16.48747592,16.48531571,16.51316635,16.48717949,16.48717949,16.48717949,16.56765464,16.57655678,16.49198204,16.52816386,16.62683706,16.34441981,15.82890473,15.30966767,15.12130937,15.12179017,13.86390927,12.67976589,11.56322625,11.8252818,10.93286219,12.11842105,12.65742574,14.18080357,15.4527163,16.16378663,16.5361093,16.83320868,17.13734467,17.61585835,17.53712375,17.82253086,17.8781484,17.62440945,17.58286908,17.48825911,17.20638298,16.63931763,16.17217147,16.22647528,16.55153203,17.02388535,17.32273342,17.80763359,18.31369863,18.66745656,18.63543092,18.6923676,18.78675497,19.2881997,19.4652262,20.87199379,21.15562914,22.11144578,22.02214984,24.19029851,23.24086162,22.08082292,20.21184211,20.50115473,19.27204375,18.33,18.34249471,17.45,17.17344173,16.83189317,15.87603306,15.67497989,15.20109815,14.72213622,14.68052668,14.53349094,14.35523614,14.11187215,14.2071952,14.41780822,14.63249001,14.72808989,14.81056701,15.24852071,15.33567326,15.72246696,15.71401515,15.88936782,16.02386935,16.23881674,CONVENTION_CENTRE,LIME_STREET,EXCISE_WALK,0,1,0,0,53.347932,-6.240928
HANOVER_QUAY,38,9.358503881,9.287429944,9.110805231,9.118060985,8.991077557,8.910575428,8.907912688,8.894901961,8.919587629,8.926100629,8.933241569,8.885129819,8.923076923,8.923076923,8.923076923,8.923076923,8.916266301,8.780279503,8.315718157,8.275621118,8.384110309,8.811363636,9.030144168,9.668913858,10.6338302,11.05989774,12.31752056,13.67965368,16.21582278,17.58393632,19.30925222,22.62427746,26.25363694,27.21629416,27.56017643,28.86311239,30.07106599,29.83466861,29.71584349,29.57101025,29.28242812,29.35298452,29.15006386,29.19416058,29.11486918,28.49669361,27.77727856,27.37756598,27.4238921,26.98168498,26.55769231,26.38404727,26.67313916,26.7827381,26.64057404,26.64195701,27.32196721,27.64447806,27.7260274,27.10774908,26.74723847,26.22288262,25.42392718,24.06526632,22.77073808,20.07261725,18.24099723,14.98504983,14.62763466,12.7027027,12.27510549,11.20945946,11.09620253,10.88342967,11.10522023,11.71192661,11.75234375,11.485539,11.86698337,11.55643045,11.03129549,11.0902379,11.06167401,11.0550381,10.63146067,10.15167095,10.0483871,10.11592994,10.31649331,9.820032573,9.789548023,9.912025827,9.834745763,9.582208102,9.389238295,9.227416799,GRAND_CANAL_DOCK,BARROW_STREET,CONVENTION_CENTRE,0,1,0,0,53.344115,-6.237153
HARCOURT_TERRACE,38,8.089441829,8.114791988,8.054959786,8.049230769,8.041244084,8.03866976,8.030529172,8.053654743,8.047586676,8.055987558,8.046970728,8.051361868,8.030633084,8.048913043,8.050271739,8.054347826,8.078965283,8.138065523,8.143342391,8.187548638,8.139189189,8.16243264,8.327880027,8.417582418,8.487406399,8.358778626,8.505390836,8.423688394,7.833217027,6.526083112,5.909618574,5.688497061,7.057783821,6.476923077,6.341753343,6.307435255,6.94245614,7.169394435,7.192139738,7.071308725,7.061283345,6.994205298,6.951729107,6.718414533,6.666915052,6.618621307,6.186206897,6.172744722,5.79435128,5.315109344,5.021294021,5.055950266,5.601032448,6.215346535,6.587562545,6.722445696,6.842323651,7.111290323,7.278745645,7.364222401,7.163294798,6.757240204,6.355322339,6.233555767,5.639850327,4.800636267,4.648305085,4.197018104,4.244163424,4.285714286,5.067114094,5.607878245,5.983503535,6.179602888,6.26199262,6.553116769,6.695553881,7.042571677,7.256508423,7.194957983,7.350902527,7.572847682,7.658695652,7.604918033,7.565308989,7.692492013,7.724496877,7.807968127,7.778236915,7.867088608,7.955801105,8.065509077,8.066939891,7.933231005,7.890520694,7.91026616,EARLSFORT_TERRACE,HATCH_STREET,CHARLEMONT_PLACE,1,0,0,0,53.332763,-6.257942
HARDWICKE_PLACE,38,13.60063898,13.69359534,13.64971751,13.68511862,13.71004422,13.73193642,13.74714829,13.68917938,13.72952381,13.75526507,13.77177368,13.78706395,13.75524476,13.77664975,13.84517766,13.8680203,13.94278449,14.28063814,14.46192893,14.56350365,14.78466454,15.23281596,15.521181,15.3909224,14.74513619,14.67653759,14.53528628,13.88230648,12.73433048,11.21866897,9.806639004,9.708651399,9.562820513,8.97640118,7.475917431,7.105263158,7.938287154,8.679941003,8.504046243,8.964959569,8.901826484,8.903225806,8.65492228,8.595947557,7.929313929,7.600991326,7.074074074,6.866920152,6.237831858,6.155388471,6.628635347,6.243142145,5.75188781,6.0968523,6.899702085,6.731056564,6.729126214,6.76741573,6.977422389,6.726326743,6.757402101,6.698850575,6.798274002,6.403205919,5.97382199,5.402347919,5.172173913,5.119144603,5.29797048,5.002014099,4.959931799,5.104781282,5.076732673,4.991438356,5.398255814,5.686877076,5.803290415,6.120294599,6.750899928,7.095276221,7.275312067,7.665332266,8.128941836,8.490763052,8.79567643,9.20368947,9.817105263,10.36877323,10.82617062,11.40669145,12.11961415,12.66023739,12.82700965,13.11345455,13.2432091,13.43799855,HARDWICKE_STREET,DENMARK_STREET_GREAT,ECCLES_STREET_EAST,1,0,0,0,53.357043,-6.263232
HARDWICKE_STREET,37,7.185640362,7.191709845,7.260590501,7.303741746,7.326241135,7.338495575,7.325355757,7.357301705,7.380427738,7.375833951,7.395197923,7.391691395,7.373783258,7.389341229,7.393782383,7.393782383,7.39779364,7.614475628,7.751948052,7.39566193,7.199077126,7.188505747,7.294605809,7.17145201,6.643472023,6.342687075,5.876071707,5.402857143,5.090656799,4.756587202,4.337381916,4.215010142,3.897533207,3.478060046,3.192214112,3.095709571,2.873595506,2.527536232,2.688385269,3.013114754,2.78974359,2.924290221,2.82,2.615384615,2.267772512,2.136038186,2.151851852,2.076233184,1.996138996,1.981132075,2.066213922,2.334710744,2.686767169,2.816855754,3.086419753,3.265486726,3.175412294,3.097026604,3.114014252,3.060927152,3.0575,2.897790055,2.792176039,2.716535433,2.451659452,2.315217391,2.358629131,2.438395415,2.413439636,2.543902439,2.626564004,2.786170213,2.964476021,3.076271186,3.283618582,3.361290323,3.535656402,3.580444444,3.577695167,3.674080411,3.711566618,3.88047138,4.033182504,4.226575809,4.470674487,4.661303298,4.808671714,5.192307692,5.649396735,5.952006294,6.470108696,6.774961598,6.72407045,6.776152158,6.956829897,7.053215078,HARDWICKE_PLACE,PARNELL_SQUARE_NORTH,ECCLES_STREET_EAST,1,0,0,0,53.355473,-6.264423
HATCH_STREET,36,5.363861386,5.302228412,5.242460796,5.224209078,5.128484848,5.127777778,5.126213592,5.160839161,5.166666667,5.166666667,5.214640199,5.196022727,5.223602484,5.207920792,5.207920792,5.207920792,5.223602484,5.203389831,5.200980392,5.251768034,5.168280872,4.73605948,4.533759124,5.038797284,5.966935484,7.827338129,8.8667676,9.899668325,11.94467787,12.73937008,12.77109267,14.54058314,16.94924554,18.39485981,19.26780822,20.20924765,21.42972428,21.85213415,22.02268179,21.63849057,21.40844156,21.65862849,21.58211921,21.35446906,20.85723816,20.18055556,18.99932249,17.64553991,16.36889195,15.46057767,14.61879195,14.1095057,13.87870798,13.87433359,13.98701299,13.95525903,14.27823691,13.97235387,13.63122018,13.34168013,11.48221045,10.51107011,9.674782609,9.054669704,7.916666667,6.306578947,5.471534653,4.555878084,4.610541728,4.456112853,4.246835443,4.308131241,4.446601942,4.524324324,4.777376655,4.94676259,4.8882283,4.955345061,5.082733813,5.424892704,5.588311688,5.532751092,5.239766082,5.252645503,5.254196643,5.003896104,5.072330654,5.162634409,5.279411765,5.369565217,5.430925222,5.511627907,5.455445545,5.571018651,5.567839196,5.404526167,EARLSFORT_TERRACE,CLONMEL_STREET,HARCOURT_TERRACE,0,1,0,0,53.33403,-6.260714
HERBERT_PLACE,36,7.234567901,7.137865911,6.910194175,6.858974359,6.707472178,6.694746377,6.702616971,6.739090909,6.737848606,6.728350046,6.76217079,6.751592357,6.754988029,6.615104641,6.585987261,6.585987261,6.62600321,6.617216117,6.552631579,6.427715997,7.443333333,8.29322163,9.692560895,10.18703428,10.57780612,10.96804648,12.32556675,15.27765727,17.76723593,18.18628159,19.0648855,19.76334776,20.50948167,22.1701364,22.81898177,22.16534296,21.97904762,22.22060958,22.38285714,22.43563636,22.7059198,22.59809663,22.56413529,22.55272727,22.84546616,22.66544387,22.29974651,21.84604212,21.65273312,21.04202899,21.10786802,21.00073153,20.59056122,20.28414901,20.61199745,21,20.97309417,19.53085502,18.73096774,18.34615385,16.94270833,14.51512801,14.20957668,13.24900872,12.33281614,11.54950495,11.4695279,10.79615385,9.548951049,8.786184211,8.952804987,9.148543689,10.11810345,9.444756554,9.528753994,9.278503046,9.414634146,9.431372549,9.159591195,9.018372703,9.284046693,9.009507347,9.284275755,9.359965636,9.462015504,8.90862069,8.673605948,8.58040201,8.581039755,8.539377289,8.255150555,7.925225225,8.136138614,7.988450433,7.672558923,7.216636197,JAMES_STREET_EAST,MERRION_SQUARE_EAST,MOUNT_STREET_LOWER,0,1,0,0,53.334432,-6.245575
HERBERT_STREET,35,6.715669014,6.721212121,6.752640845,6.765829146,6.783496007,6.778904665,6.774222222,6.774062817,6.780834073,6.791878173,6.795555556,6.755081301,6.792888889,6.780141844,6.780141844,6.771023303,6.76642984,6.72983871,6.709447415,6.642201835,6.344594595,6.030217186,5.889156627,5.783879539,5.897196262,6.153232243,6.506944444,7.147035573,9.864156019,13.18223938,15.84993271,18.81355932,21.62843729,23.34566038,24.7483531,25.83671934,26.7653263,27.36018237,27.92230409,27.93716475,27.56374502,27.35311796,27.43712969,27.41025641,27.82767798,27.73796791,27.43812709,26.98469778,26.78749159,26.45363985,26.2894385,26.17125382,26.28363154,26.49393939,26.65981432,26.61468584,26.88976898,27.49923313,27.24226465,27.0305742,26.98353096,26.63451394,25.64966887,24.55987796,21.951417,17.45916667,15.97089041,15.79703535,15.11726384,11.03558719,8.369359916,7.129820051,7.177328844,7.296246649,7.088565022,7.680167598,7.286885246,6.952866242,6.742041712,6.69689441,6.724468085,6.872135103,6.78556701,7.108204518,6.890316206,6.755991285,6.764014467,6.732229796,6.82605042,6.925531915,6.75787728,6.637126866,6.709730172,6.758751183,6.832340426,6.7265625,JAMES_STREET_EAST,MERRION_SQUARE_EAST,MOUNT_STREET_LOWER,0,1,0,0,53.334432,-6.245575
HEUSTON_BRIDGE_(NORTH),35,32.41661342,32.44978166,32.50696203,32.50980392,32.5673261,32.56788321,32.56209987,32.55319149,32.5400898,32.57813646,32.56005138,32.57435897,32.56390495,32.58021978,32.58461538,32.58461538,32.59858703,32.52234432,32.37044146,32.42457689,32.35750963,32.60294118,32.69319641,32.38276114,31.87096774,31.41490139,31.00575816,29.85022355,26.90221031,23.66722408,24.14982578,25.93372093,24.86951872,20.90492554,19.1888454,18.9793578,19.83585313,18.13979707,18.3953252,18.07159353,18.15682281,18.68004866,18.06263048,18.32627646,17.75876727,17.94271482,19.34528076,19.28454172,18.47202797,16.96167665,16.2959596,14.97599165,14.2362543,13.40528233,12.87614679,12.7380137,12.42041399,12.43306452,12.55087719,12.45597484,12.68319559,13.19227799,14.21035169,15.15070527,16.44689119,20.36896047,25.28734901,26.7840992,28.37356322,29.83586406,31.7716635,32.3571945,32.89891926,32.99568345,32.73412948,32.84855072,32.95314506,32.94403535,32.56141479,32.90384615,33.15625,33.17772861,33.07882736,32.94736842,32.75293351,32.56379822,32.26865672,31.92505511,31.71684817,31.46671544,31.40456563,31.40519106,31.69303202,31.97410072,32.07765152,32.24728064,PARKGATE_STREET,HEUSTON_BRIDGE_(SOUTH),HEUSTON_STATION_(CENTRAL),0,0,0,1,53.347802,-6.292432
HEUSTON_BRIDGE_(SOUTH),35,19.94025974,19.96688742,19.93371574,19.91386861,19.99935856,20.01027146,20.00965251,19.98230088,19.98839458,19.98672566,19.97998709,19.99188192,20.00839251,20.05817378,20.07216495,20.07584683,20.07230471,20.0994109,20.29188144,20.37207602,20.5216285,20.75620438,19.99106003,19.07910015,18.04053198,18.45526696,16.87806452,15.16774194,14.12460317,14.27383178,13.67711864,13.50460594,13.4537037,13.18683652,13.64111812,13.59580292,13.1219716,13.16011788,12.6300813,12.37317518,12.22194514,11.96628131,11.69316239,11.59698492,11.53928571,11.76365546,11.96422018,11.82176166,11.13226622,12.0122825,11.63222417,11.12417686,10.61504425,10.54524181,10.73570948,11.45896414,11.86662107,12.17417417,12.4350098,12.36115214,13.08192458,17.07652686,17.81455248,17.05158438,17.8244373,21.05979073,20.71160078,19.58753709,20.39819588,20.68895349,20.35887612,19.07914201,18.39548387,18.09852941,18.20607235,17.98104625,17.89442231,18.07050796,18.50735294,19.34890966,19.5068306,19.49922481,19.70145128,19.85781991,19.88490696,19.88800635,19.61401099,19.62695925,19.88275862,19.98501577,19.82077393,19.71221374,19.69619423,19.693106,19.82459547,19.94287834,HEUSTON_BRIDGE_(NORTH),PARKGATE_STREET,HEUSTON_STATION_(CENTRAL),0,0,1,0,53.347106,-6.292041
HEUSTON_STATION_(CAR_PARK),34,28.65701699,28.72258065,28.64650873,28.74391989,28.74041483,28.74694464,28.78436318,28.69869942,28.6986734,28.69436416,28.70524984,28.69486623,28.68437698,28.7020202,28.7020202,28.7020202,28.71663504,28.70779221,28.95643939,29.48373102,29.73594441,30.0115942,30.31858407,30.84704185,31.12980466,31.33596554,31.4327044,30.94949495,29.40785307,27.86646662,25.36929461,22.9717608,22.787251,22.33333333,21.33545455,20.25816649,19.32527881,18.67793031,19.05774783,19.09050279,19.14117647,19.12401353,18.85449219,18.76365663,18.89852217,18.91063348,18.63751215,18.62555556,18.26796117,18.42904656,18.43121951,18.49107143,18.44874275,18.42731278,18.52575316,18.52159468,18.35969142,18.07897664,17.7042654,17.59456522,17.39221273,17.05633803,16.55400372,16.43933054,16.21109123,15.87822878,18.03851641,18.73214286,20.50811574,22.31118061,23.8392283,24.29215116,24.88287715,25.46031746,26.04836683,26.30366116,26.41194969,26.52733813,26.59442332,26.76245487,26.94546607,27.03738318,27.11350666,27.27648766,27.44869344,27.48037791,27.6348705,27.82191781,27.85876419,28.16292542,28.2408805,28.32137733,28.35246413,28.43039773,28.4539801,28.49142857,HEUSTON_STATION_(CENTRAL),ROYAL_HOSPITAL,MOUNT_BROWN,0,0,0,1,53.346985,-6.297804
HEUSTON_STATION_(CENTRAL),33,35.16299559,35.17849462,35.1957606,35.20529328,35.24638592,35.25521208,35.25851198,35.23049133,35.23499684,35.23193642,35.2283365,35.23355025,35.2397217,35.23737374,35.23737374,35.23737374,35.2283365,35.24170274,35.36616162,35.46999277,35.56917246,35.68043478,34.92351454,34.15007215,34.47763075,34.95190237,35.02138365,31.86002886,27.20102762,24.71655518,26.95298373,28.0811124,27.03820961,24.51001335,25.45611702,25.89030207,27.02346041,28.21403509,27.82424242,27.34129693,27.15588235,26.78036606,26.56213873,26.68219634,26.64046579,26.55906822,26.38362069,26.60661157,26.08272859,26.52649007,26.30591631,26.2545156,26.3,25.84329564,25.16804408,24.3277439,23.36096939,22.75436047,22.42665037,22.08356164,21.19428571,18.44361702,17.28941356,18.00169635,19.90783745,26.20574534,30.44337812,30.61240876,31.72546504,34.00725689,36.02331443,35.91223022,36.02835539,36.01433692,35.9868256,35.88673835,35.91194969,35.90215827,35.86375158,35.86642599,35.89473684,35.8123652,35.77171845,35.58635704,35.43084767,35.2565407,35.22425774,35.12184571,35.03593947,35.06372194,35.00503145,35.01004304,34.99251404,35.02272727,35.0068408,35.04357143,HEUSTON_STATION_(CAR_PARK),ROYAL_HOSPITAL,HEUSTON_BRIDGE_(NORTH),0,0,0,1,53.346603,-6.296924
HIGH_STREET,32,13.06466984,13.02006173,12.91906355,12.93307692,12.97039031,12.98308993,13.003367,12.99923195,13.00470746,13.00384615,12.99191919,13.01616628,13.03636364,13.01612903,13.01612903,13.01612903,13.08367072,13.308699,13.91588785,14.04772727,14.21139828,14.4137931,14.53280318,14.60150376,14.67431193,14.76905996,14.64351245,14.68247588,14.1987225,13.42595674,12.39106145,11.64476386,11.1866164,10.21276596,9.479206049,8.705949657,8.145015106,8.544654088,8.416759777,8.530150754,8.128630705,8.334170854,8.143640351,8.121518987,8.602247191,9.334250344,9.075934579,8.347718866,8.415754923,8.628463476,8.993485342,9.577617329,9.562679426,9.973056995,10.1739503,10.56203704,11.31502423,11.3121547,11.70055162,11.54276316,12.19704797,12.3214876,12.39174511,12.15767974,11.62428977,11.49358426,10.74888889,10.4025,10.32059925,10.10997442,9.859479554,10.40691928,11.21338912,11.70653029,12.12302405,12.46386946,12.67509987,12.90813253,13.23317788,13.25263158,13.68646865,13.57726597,13.64709763,13.76696833,13.78397899,13.90976883,14.00130208,13.96825397,13.78145695,13.71417683,13.61229947,13.41532567,13.29462508,13.13358491,12.86170213,12.91187739,FRANCIS_STREET,JOHN_STREET_WEST,GREEK_STREET,1,0,0,0,53.343565,-6.275071
JAMES_STREET,32,27.02454374,27.09605735,27.17456359,27.23533619,27.33878064,27.35873472,27.32534678,27.32297688,27.37460518,27.37066474,27.38393422,27.42733189,27.37001898,27.39393939,27.39393939,27.39393939,27.35547122,27.2894356,27.27030457,27.32142857,27.05296745,26.56778426,26.43251928,26.18011958,25.81017613,25.59762435,25.28137384,24.14992272,22.42798635,20.97124076,19.10088365,17.06732496,15.53801653,14.61391802,13.50394391,12.2342246,12.24626122,12.34027778,12.83745963,11.67457627,10.96029548,11.15048026,10.83471074,11.05357143,10.66088632,10.12513256,10.20186916,10.59579181,9.883548983,10.40765027,10.13552759,9.691410392,9.265957447,8.997137405,8.849506579,8.832201746,8.42288961,8.439736347,8.197957581,8.340867993,8.458204334,8.686359687,9.664104535,9.866610738,10.82516459,11.77635783,12.78024194,13.56039755,14.69824087,16.3553142,17.48419637,17.99318182,18.45274289,19.18181818,19.68002586,20.52901281,20.81324503,20.76693969,21.16373125,21.93248312,22.15692712,22.74906367,23.27369119,23.81624905,24.2419035,24.82893745,25.06510417,24.95524578,25.24131274,25.59851852,25.69387755,25.8766328,25.83375,26.06818182,26.4409204,26.71571429,MARKET_STREET_SOUTH,COLLINS_BARRACKS_MUSEUM,HEUSTON_BRIDGE_(SOUTH),0,0,1,0,53.343456,-6.287409
JAMES_STREET_EAST,32,7.188164556,7.136894337,7.127926852,7.096813466,7.076757274,7.066367856,7.050950878,7.067725079,7.025477027,7.01805806,7.004501504,6.960891063,6.946211973,6.953252278,6.953252278,6.953252278,6.946211973,6.953252278,6.895141596,6.822783824,6.624385697,6.569748778,6.585674897,6.723864075,7.132339565,8.177883091,9.545108796,10.34991158,11.75133386,13.03174132,15.16504809,16.1387469,16.16324447,16.74909003,17.41386302,17.9922239,18.24091025,18.36383087,18.32663641,18.37766806,18.47287317,18.35670413,18.36324486,18.33798452,18.42297583,18.31303917,18.08449522,17.9022521,17.80474807,17.33426979,17.23615186,17.11509404,16.95497428,16.56408378,16.56185042,16.42102586,16.5453626,16.48549432,16.21979073,15.8610764,15.35853504,14.67442372,14.31533407,13.38893833,12.35139374,11.14481819,11.15200181,10.43184636,9.633169126,9.033368746,8.672996683,8.08655659,8.095832459,8.395082562,8.268944688,8.240618237,8.27827242,8.26880307,7.958963433,7.871573253,7.888622631,7.917749874,7.67259853,7.598046465,7.39581317,7.385535843,7.580845182,7.879938419,7.744424111,7.632148286,7.579073961,7.499917438,7.403410272,7.360737757,7.257758767,7.244849924,FITZWILLIAM_SQUARE_EAST,HERBERT_PLACE,MERRION_SQUARE_EAST,0,1,0,0,53.336485,-6.248174
JERVIS_STREET,31,7.273641851,7.178694158,7.109343936,7.071347678,7.112103175,7.133938706,7.133333333,7.165525114,7.176,7.176,7.170511535,7.169724771,7.194583751,7.176,7.176,7.176,7.278004073,6.793582888,6.210737179,6.196779964,6.44045677,6.393967093,6.317890235,6.800944138,7.811369509,8.523916293,8.96500324,9.729689808,10.70934699,11.25825385,11.07848267,10.37738732,11.13540291,11.61076923,11.74046322,11.59136469,11.84206989,12.41851266,12.27889785,12.59319412,12.82403718,13.10216718,13.02895623,13.19923372,13.11818779,12.92440945,12.54230236,12.32395437,12.29477124,12.71418021,13.21157556,13.11437171,12.62055071,12.49657273,12.6,12.44427481,12.4291498,12.19032761,12.27570093,12.08712121,12.19141689,12.00928793,12.18940937,12.22644628,11.53280461,10.98406375,11.05301524,11.11432927,11.12383489,10.90139752,10.82201087,10.68976378,10.58402204,10.13216561,9.824242424,9.702702703,9.589707928,9.432168968,9.306826179,9.220600162,9.05112782,8.693493151,8.68,8.925298805,9.066037736,9.182122905,9.253292806,9.409915357,9.470394737,9.095990279,8.690402477,8.273455378,8.435416667,8.151121606,7.646061815,7.405345212,WOLFE_TONE_STREET,ORMOND_QUAY_UPPER,STRAND_STREET_GREAT,1,0,0,0,53.3483,-6.266651
